Code,Region/Country/Area,Year,Series,Value,Footnotes,Source
388,Jamaica,2000,Percentage of individuals using the internet,3.1158,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
388,Jamaica,2005,Percentage of individuals using the internet,12.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
388,Jamaica,2010,Percentage of individuals using the internet,27.67,Population aged 14 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
388,Jamaica,2015,Percentage of individuals using the internet,42.2212,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
388,Jamaica,2016,Percentage of individuals using the internet,44.3669,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
388,Jamaica,2017,Percentage of individuals using the internet,55.0721,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2000,Percentage of individuals using the internet,29.9907,PC-based only.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2005,Percentage of individuals using the internet,66.9211,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2010,Percentage of individuals using the internet,78.21,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2015,Percentage of individuals using the internet,91.058,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2016,Percentage of individuals using the internet,93.1827,Users in the last 12 months.;Estimated by the following method: (The estimation population of more than 6 years old)×(Survey result(%)).,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2017,Percentage of individuals using the internet,84.5881,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
392,Japan,2018,Percentage of individuals using the internet,91.2816,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
832,Jersey,2000,Percentage of individuals using the internet,9.2187,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
832,Jersey,2005,Percentage of individuals using the internet,31.25,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2000,Percentage of individuals using the internet,2.6233,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2005,Percentage of individuals using the internet,12.9329,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2010,Percentage of individuals using the internet,27.2,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2015,Percentage of individuals using the internet,60.1144,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2016,Percentage of individuals using the internet,62.3022,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
400,Jordan,2017,Percentage of individuals using the internet,66.7903,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2000,Percentage of individuals using the internet,0.6686,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2005,Percentage of individuals using the internet,2.9617,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2010,Percentage of individuals using the internet,31.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2015,Percentage of individuals using the internet,70.8299,Population aged 6 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2016,Percentage of individuals using the internet,74.5877,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2017,Percentage of individuals using the internet,76.4267,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
398,Kazakhstan,2018,Percentage of individuals using the internet,78.9039,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2000,Percentage of individuals using the internet,0.3181,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2005,Percentage of individuals using the internet,3.1019,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2010,Percentage of individuals using the internet,7.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2015,Percentage of individuals using the internet,16.5879,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2016,Percentage of individuals using the internet,16.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
404,Kenya,2017,Percentage of individuals using the internet,17.8271,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2000,Percentage of individuals using the internet,1.7852,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2005,Percentage of individuals using the internet,4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2010,Percentage of individuals using the internet,9.07,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2015,Percentage of individuals using the internet,12.9975,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2016,Percentage of individuals using the internet,13.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
296,Kiribati,2017,Percentage of individuals using the internet,14.5818,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2000,Percentage of individuals using the internet,6.7314,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2005,Percentage of individuals using the internet,25.9261,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2010,Percentage of individuals using the internet,61.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2015,Percentage of individuals using the internet,72,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2016,Percentage of individuals using the internet,78.3674,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2017,Percentage of individuals using the internet,100,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
414,Kuwait,2018,Percentage of individuals using the internet,99.5988,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2000,Percentage of individuals using the internet,1.0414,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2005,Percentage of individuals using the internet,10.5338,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2010,Percentage of individuals using the internet,16.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2015,Percentage of individuals using the internet,30.247,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2016,Percentage of individuals using the internet,37,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
417,Kyrgyzstan,2017,Percentage of individuals using the internet,38,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2000,Percentage of individuals using the internet,0.111,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Percentage of individuals using the internet,0.8504,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Percentage of individuals using the internet,7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2015,Percentage of individuals using the internet,18.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2016,Percentage of individuals using the internet,21.87,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
418,Lao People's Dem. Rep.,2017,Percentage of individuals using the internet,25.5104,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2000,Percentage of individuals using the internet,6.3191,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2005,Percentage of individuals using the internet,46,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2010,Percentage of individuals using the internet,68.42,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2015,Percentage of individuals using the internet,79.2006,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2016,Percentage of individuals using the internet,79.8421,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2017,Percentage of individuals using the internet,80.1141,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
428,Latvia,2018,Percentage of individuals using the internet,83.5772,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2000,Percentage of individuals using the internet,7.9527,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2005,Percentage of individuals using the internet,10.14,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2010,Percentage of individuals using the internet,43.68,Estimate.;Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2015,Percentage of individuals using the internet,74,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2016,Percentage of individuals using the internet,76.11,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
422,Lebanon,2017,Percentage of individuals using the internet,78.1808,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2000,Percentage of individuals using the internet,0.2118,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2005,Percentage of individuals using the internet,2.5802,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2010,Percentage of individuals using the internet,3.86,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2015,Percentage of individuals using the internet,25,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2016,Percentage of individuals using the internet,27.36,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
426,Lesotho,2017,Percentage of individuals using the internet,29,Population aged 18 years and over.;At least once a month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
430,Liberia,2000,Percentage of individuals using the internet,0.0177,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
430,Liberia,2010,Percentage of individuals using the internet,2.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
430,Liberia,2015,Percentage of individuals using the internet,33,Population aged 18 years and over.;Users in the last month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
430,Liberia,2016,Percentage of individuals using the internet,7.3191,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
430,Liberia,2017,Percentage of individuals using the internet,7.9845,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2000,Percentage of individuals using the internet,0.187,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2005,Percentage of individuals using the internet,3.9178,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2010,Percentage of individuals using the internet,14,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2015,Percentage of individuals using the internet,19.0161,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2016,Percentage of individuals using the internet,20.2722,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
434,Libya,2017,Percentage of individuals using the internet,21.7589,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2000,Percentage of individuals using the internet,36.5152,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2005,Percentage of individuals using the internet,63.3714,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2010,Percentage of individuals using the internet,80,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2015,Percentage of individuals using the internet,96.6412,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2016,Percentage of individuals using the internet,98.0939,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
438,Liechtenstein,2017,Percentage of individuals using the internet,98.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2000,Percentage of individuals using the internet,6.4271,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2005,Percentage of individuals using the internet,36.22,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2010,Percentage of individuals using the internet,62.12,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2015,Percentage of individuals using the internet,71.378,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2016,Percentage of individuals using the internet,74.3766,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2017,Percentage of individuals using the internet,77.6153,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
440,Lithuania,2018,Percentage of individuals using the internet,79.7226,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2000,Percentage of individuals using the internet,22.8873,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2005,Percentage of individuals using the internet,70,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2010,Percentage of individuals using the internet,90.62,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2015,Percentage of individuals using the internet,96.38,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2016,Percentage of individuals using the internet,98.1367,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2017,Percentage of individuals using the internet,97.363,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
442,Luxembourg,2018,Percentage of individuals using the internet,97.0613,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2000,Percentage of individuals using the internet,0.1964,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2005,Percentage of individuals using the internet,0.5677,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2010,Percentage of individuals using the internet,1.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2015,Percentage of individuals using the internet,4.174,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2016,Percentage of individuals using the internet,4.7137,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
450,Madagascar,2017,Percentage of individuals using the internet,9.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2000,Percentage of individuals using the internet,0.1268,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2005,Percentage of individuals using the internet,0.3845,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2010,Percentage of individuals using the internet,2.26,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2015,Percentage of individuals using the internet,5.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2016,Percentage of individuals using the internet,11.47,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
454,Malawi,2017,Percentage of individuals using the internet,13.7822,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2000,Percentage of individuals using the internet,21.3847,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2005,Percentage of individuals using the internet,48.6292,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2010,Percentage of individuals using the internet,56.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2015,Percentage of individuals using the internet,71.0641,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2016,Percentage of individuals using the internet,78.7883,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2017,Percentage of individuals using the internet,80.1405,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
458,Malaysia,2018,Percentage of individuals using the internet,81.201,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2000,Percentage of individuals using the internet,2.2039,Estimate.;Mobile internet users are not included.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2005,Percentage of individuals using the internet,6.8696,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2010,Percentage of individuals using the internet,26.53,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2015,Percentage of individuals using the internet,54.462,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2016,Percentage of individuals using the internet,59.0926,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
462,Maldives,2017,Percentage of individuals using the internet,63.1857,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2000,Percentage of individuals using the internet,0.1425,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2005,Percentage of individuals using the internet,0.5071,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2010,Percentage of individuals using the internet,2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2015,Percentage of individuals using the internet,10.33,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2016,Percentage of individuals using the internet,11.1122,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
466,Mali,2017,Percentage of individuals using the internet,13,Population aged 18 years and over.;At least once a month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2000,Percentage of individuals using the internet,13.1137,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2005,Percentage of individuals using the internet,41.24,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2010,Percentage of individuals using the internet,63,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2015,Percentage of individuals using the internet,75.96,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2016,Percentage of individuals using the internet,78.0751,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2017,Percentage of individuals using the internet,81.0119,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
470,Malta,2018,Percentage of individuals using the internet,81.658,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2000,Percentage of individuals using the internet,1.5343,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2005,Percentage of individuals using the internet,3.8787,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2010,Percentage of individuals using the internet,7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2015,Percentage of individuals using the internet,19.2824,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2016,Percentage of individuals using the internet,29.7878,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
584,Marshall Islands,2017,Percentage of individuals using the internet,38.7012,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2000,Percentage of individuals using the internet,0.192,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2005,Percentage of individuals using the internet,0.67,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2010,Percentage of individuals using the internet,4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2015,Percentage of individuals using the internet,15.1991,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2016,Percentage of individuals using the internet,18,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
478,Mauritania,2017,Percentage of individuals using the internet,20.801,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2000,Percentage of individuals using the internet,7.2815,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2005,Percentage of individuals using the internet,15.1722,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2010,Percentage of individuals using the internet,28.33,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2015,Percentage of individuals using the internet,50.1393,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2016,Percentage of individuals using the internet,52.1913,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2017,Percentage of individuals using the internet,55.4032,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
480,Mauritius,2018,Percentage of individuals using the internet,58.5962,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
175,Mayotte,2000,Percentage of individuals using the internet,1.2115,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2000,Percentage of individuals using the internet,5.0814,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2005,Percentage of individuals using the internet,17.21,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2010,Percentage of individuals using the internet,31.05,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2015,Percentage of individuals using the internet,57.431,Break in the time series.;Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2016,Percentage of individuals using the internet,59.5404,Population aged 6 years and over.;Data referring to the month of May 2016.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2017,Percentage of individuals using the internet,63.8522,Population aged 6 years and over.;Data referring to the month of May 2017.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
484,Mexico,2018,Percentage of individuals using the internet,65.7726,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2000,Percentage of individuals using the internet,3.7349,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2005,Percentage of individuals using the internet,11.8814,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2010,Percentage of individuals using the internet,20,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2015,Percentage of individuals using the internet,31.5011,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2016,Percentage of individuals using the internet,33.3522,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
583,Micronesia (Fed. States of),2017,Percentage of individuals using the internet,35.3041,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2000,Percentage of individuals using the internet,42.1849,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2005,Percentage of individuals using the internet,55.4648,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2010,Percentage of individuals using the internet,75,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2015,Percentage of individuals using the internet,93.3633,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2016,Percentage of individuals using the internet,95.2082,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
492,Monaco,2017,Percentage of individuals using the internet,97.053,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2000,Percentage of individuals using the internet,1.2557,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2010,Percentage of individuals using the internet,10.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2015,Percentage of individuals using the internet,22.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2016,Percentage of individuals using the internet,22.2658,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2017,Percentage of individuals using the internet,23.7143,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
496,Mongolia,2018,Percentage of individuals using the internet,47.1609,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2005,Percentage of individuals using the internet,27.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2010,Percentage of individuals using the internet,37.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2015,Percentage of individuals using the internet,68.1196,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2016,Percentage of individuals using the internet,69.8816,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2017,Percentage of individuals using the internet,71.2723,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
499,Montenegro,2018,Percentage of individuals using the internet,71.5171,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
